Committee,Subcommittee,Name,Title
"House Committee on Science, Space, and Technology",Space and Aeronautics,Kendra S. Horn,Chair
"House Committee on Science, Space, and Technology",Space and Aeronautics,Zoe Lofgren,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Ami Bera,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Ed Perlmutter,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Donald S. Beyer Jr.,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Charlie Crist,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Jennifer Wexton,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Space and Aeronautics,Brian Babin,Ranking Member
"House Committee on Science, Space, and Technology",Space and Aeronautics,Mo Brooks,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Bill Posey,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Pete Olson,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Michael Waltz,
"House Committee on Science, Space, and Technology",Space and Aeronautics,Frank D. Lucas,Ex Officio
"House Committee on Science, Space, and Technology",Environment,Lizzie Fletcher,Chair
"House Committee on Science, Space, and Technology",Environment,Suzanne Bonamici,
"House Committee on Science, Space, and Technology",Environment,Conor Lamb,
"House Committee on Science, Space, and Technology",Environment,Paul Tonko,
"House Committee on Science, Space, and Technology",Environment,Charlie Crist,
"House Committee on Science, Space, and Technology",Environment,Sean Casten,
"House Committee on Science, Space, and Technology",Environment,Ben McAdams,
"House Committee on Science, Space, and Technology",Environment,Donald S. Beyer Jr.,
"House Committee on Science, Space, and Technology",Environment,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Environment,Roger W. Marshall,Ranking Member
"House Committee on Science, Space, and Technology",Environment,Brian Babin,
"House Committee on Science, Space, and Technology",Environment,Anthony Gonzalez,
"House Committee on Science, Space, and Technology",Environment,James R. Baird,
"House Committee on Science, Space, and Technology",Environment,Frank D. Lucas,Ex Officio
"House Committee on Science, Space, and Technology",Environment,Jenniffer Gonzalez-Colon,
"House Committee on Science, Space, and Technology",Energy,Conor Lamb,Chair
"House Committee on Science, Space, and Technology",Energy,Daniel Lipinski,
"House Committee on Science, Space, and Technology",Energy,Lizzie Fletcher,
"House Committee on Science, Space, and Technology",Energy,Haley M. Stevens,
"House Committee on Science, Space, and Technology",Energy,Kendra S. Horn,
"House Committee on Science, Space, and Technology",Energy,Jerry McNerney,
"House Committee on Science, Space, and Technology",Energy,Bill Foster,
"House Committee on Science, Space, and Technology",Energy,Sean Casten,
"House Committee on Science, Space, and Technology",Energy,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Energy,Randy K. Weber Sr.,Ranking Member
"House Committee on Science, Space, and Technology",Energy,Andy Biggs,
"House Committee on Science, Space, and Technology",Energy,Ralph Norman,
"House Committee on Science, Space, and Technology",Energy,Michael Cloud,
"House Committee on Science, Space, and Technology",Energy,Frank D. Lucas,Ex Officio
"House Committee on Science, Space, and Technology",Investigations and Oversight,Mikie Sherrill,Chair
"House Committee on Science, Space, and Technology",Investigations and Oversight,Suzanne Bonamici,
"House Committee on Science, Space, and Technology",Investigations and Oversight,Steve Cohen,
"House Committee on Science, Space, and Technology",Investigations and Oversight,Donald S. Beyer Jr.,
"House Committee on Science, Space, and Technology",Investigations and Oversight,Jennifer Wexton,
"House Committee on Science, Space, and Technology",Investigations and Oversight,Eddie Bernice Johnson,Ex Officio
"House Committee on Science, Space, and Technology",Investigations and Oversight,Ralph Norman,Ranking Member
"House Committee on Science, Space, and Technology",Investigations and Oversight,Andy Biggs,
"House Committee on Science, Space, and Technology",Investigations and Oversight,Michael Waltz,
"House Committee on Science, Space, and Technology",Investigations and Oversight,Frank D. Lucas,Ex Officio
House Committee on Veterans' Affairs,,David P. Roe,Ranking Member
House Committee on Veterans' Affairs,,Gus M. Bilirakis,
House Committee on Veterans' Affairs,,Aumua Amata Coleman Radewagen,
House Committee on Veterans' Affairs,,Mike Bost,
House Committee on Veterans' Affairs,,Neal P. Dunn,
House Committee on Veterans' Affairs,,Jack Bergman,
House Committee on Veterans' Affairs,,Jim Banks,
House Committee on Veterans' Affairs,,Andy Barr,
House Committee on Veterans' Affairs,,Daniel Meuser,
House Committee on Veterans' Affairs,,Steve Watkins,
House Committee on Veterans' Affairs,,Chip Roy,
House Committee on Veterans' Affairs,,W. Gregory Steube,
House Committee on Veterans' Affairs,,Mark Takano,Chair
House Committee on Veterans' Affairs,,Julia Brownley,
House Committee on Veterans' Affairs,,Kathleen M. Rice,
House Committee on Veterans' Affairs,,Conor Lamb,Vice Chair
House Committee on Veterans' Affairs,,Mike Levin,
House Committee on Veterans' Affairs,,Anthony Brindisi,
House Committee on Veterans' Affairs,,Max Rose,
House Committee on Veterans' Affairs,,Chris Pappas,
House Committee on Veterans' Affairs,,Elaine G. Luria,
House Committee on Veterans' Affairs,,Susie Lee,
House Committee on Veterans' Affairs,,Joe Cunningham,
House Committee on Veterans' Affairs,,Gilbert Ray Cisneros Jr.,
House Committee on Veterans' Affairs,,Collin C. Peterson,
House Committee on Veterans' Affairs,,Gregorio Kilili Camacho Sablan,
House Committee on Veterans' Affairs,,Colin Z. Allred,
House Committee on Veterans' Affairs,,Lauren Underwood,
House Committee on Veterans' Affairs,Health,Neal P. Dunn,Ranking Member
House Committee on Veterans' Affairs,Health,Julia Brownley,Chair
House Committee on Veterans' Affairs,Health,Conor Lamb,
House Committee on Veterans' Affairs,Health,Anthony Brindisi,
House Committee on Veterans' Affairs,Health,Mike Levin,
House Committee on Veterans' Affairs,Health,Max Rose,
House Committee on Veterans' Affairs,Health,Gilbert Ray Cisneros Jr.,
House Committee on Veterans' Affairs,Health,Aumua Amata Coleman Radewagen,
House Committee on Veterans' Affairs,Health,Andy Barr,
House Committee on Veterans' Affairs,Health,Daniel Meuser,
House Committee on Veterans' Affairs,Health,W. Gregory Steube,
House Committee on Veterans' Affairs,Health,Gregorio Kilili Camacho Sablan,
House Committee on Veterans' Affairs,Oversight and Investigations,Jack Bergman,Ranking Member
House Committee on Veterans' Affairs,Oversight and Investigations,Chris Pappas,Chair
House Committee on Veterans' Affairs,Oversight and Investigations,Kathleen M. Rice,
House Committee on Veterans' Affairs,Oversight and Investigations,Max Rose,
House Committee on Veterans' Affairs,Oversight and Investigations,Gilbert Ray Cisneros Jr.,
House Committee on Veterans' Affairs,Oversight and Investigations,Collin C. Peterson,
House Committee on Veterans' Affairs,Oversight and Investigations,Aumua Amata Coleman Radewagen,
House Committee on Veterans' Affairs,Oversight and Investigations,Mike Bost,
House Committee on Veterans' Affairs,Oversight and Investigations,Chip Roy,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Mike Bost,Ranking Member
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Elaine G. Luria,Chair
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Gilbert Ray Cisneros Jr.,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Gregorio Kilili Camacho Sablan,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Colin Z. Allred,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Lauren Underwood,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Gus M. Bilirakis,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,Steve Watkins,
House Committee on Veterans' Affairs,Disability Assistance and Memorial Affairs,W. Gregory Steube,
House Committee on Veterans' Affairs,Economic Opportunity,Gus M. Bilirakis,Ranking Member
House Committee on Veterans' Affairs,Economic Opportunity,Mike Levin,Chair
House Committee on Veterans' Affairs,Economic Opportunity,Kathleen M. Rice,
House Committee on Veterans' Affairs,Economic Opportunity,Anthony Brindisi,
House Committee on Veterans' Affairs,Economic Opportunity,Chris Pappas,
House Committee on Veterans' Affairs,Economic Opportunity,Elaine G. Luria,
House Committee on Veterans' Affairs,Economic Opportunity,Susie Lee,
House Committee on Veterans' Affairs,Economic Opportunity,Joe Cunningham,
House Committee on Veterans' Affairs,Economic Opportunity,Jack Bergman,
House Committee on Veterans' Affairs,Economic Opportunity,Jim Banks,
House Committee on Veterans' Affairs,Economic Opportunity,Andy Barr,
House Committee on Veterans' Affairs,Economic Opportunity,Daniel Meuser,
House Committee on Veterans' Affairs,Technology Modernization,Jim Banks,Ranking Member
House Committee on Veterans' Affairs,Technology Modernization,Susie Lee,Chair
House Committee on Veterans' Affairs,Technology Modernization,Julia Brownley,
House Committee on Veterans' Affairs,Technology Modernization,Conor Lamb,
House Committee on Veterans' Affairs,Technology Modernization,Joe Cunningham,
House Committee on Veterans' Affairs,Technology Modernization,Steve Watkins,
House Committee on Veterans' Affairs,Technology Modernization,Chip Roy,
House Committee on Ways and Means,,Kevin Brady,Ranking Member
House Committee on Ways and Means,,Devin Nunes,
House Committee on Ways and Means,,Vern Buchanan,
House Committee on Ways and Means,,Adrian Smith,
House Committee on Ways and Means,,Kenny Marchant,
House Committee on Ways and Means,,Tom Reed,
House Committee on Ways and Means,,Mike Kelly,
House Committee on Ways and Means,,George Holding,
House Committee on Ways and Means,,Jason Smith,
House Committee on Ways and Means,,Tom Rice,
House Committee on Ways and Means,,David Schweikert,
House Committee on Ways and Means,,Jackie Walorski,
House Committee on Ways and Means,,Darin LaHood,
House Committee on Ways and Means,,Brad R. Wenstrup,
House Committee on Ways and Means,,Jodey C. Arrington,
House Committee on Ways and Means,,A. Drew Ferguson IV,
House Committee on Ways and Means,,Ron Estes,
House Committee on Ways and Means,,Richard E. Neal,Chair
House Committee on Ways and Means,,John Lewis,
House Committee on Ways and Means,,Lloyd Doggett,
House Committee on Ways and Means,,Mike Thompson,
House Committee on Ways and Means,,John B. Larson,
House Committee on Ways and Means,,Earl Blumenauer,
House Committee on Ways and Means,,Ron Kind,
House Committee on Ways and Means,,Bill Pascrell Jr.,
House Committee on Ways and Means,,Danny K. Davis,
House Committee on Ways and Means,,Linda T. Sanchez,
House Committee on Ways and Means,,Brian Higgins,
House Committee on Ways and Means,,Terri A. Sewell,
House Committee on Ways and Means,,Suzan K. DelBene,
House Committee on Ways and Means,,Judy Chu,
House Committee on Ways and Means,,Gwen Moore,
House Committee on Ways and Means,,Daniel T. Kildee,
House Committee on Ways and Means,,Brendan F. Boyle,
House Committee on Ways and Means,,Donald S. Beyer Jr.,
House Committee on Ways and Means,,Dwight Evans,
House Committee on Ways and Means,,Bradley Scott Schneider,
House Committee on Ways and Means,,Thomas R. Suozzi,
House Committee on Ways and Means,,Jimmy Panetta,
House Committee on Ways and Means,,Stephanie N. Murphy,
House Committee on Ways and Means,,Jimmy Gomez,
House Committee on Ways and Means,,Steven Horsford,
House Committee on Ways and Means,Social Security,Tom Reed,Ranking Member
House Committee on Ways and Means,Social Security,Jodey C. Arrington,
House Committee on Ways and Means,Social Security,A. Drew Ferguson IV,
House Committee on Ways and Means,Social Security,Ron Estes,
House Committee on Ways and Means,Social Security,John B. Larson,Chair
House Committee on Ways and Means,Social Security,Bill Pascrell Jr.,
House Committee on Ways and Means,Social Security,Linda T. Sanchez,
House Committee on Ways and Means,Social Security,Brian Higgins,
House Committee on Ways and Means,Social Security,Daniel T. Kildee,
House Committee on Ways and Means,Social Security,Brendan F. Boyle,
House Committee on Ways and Means,Social Security,Bradley Scott Schneider,
House Committee on Ways and Means,Health,Devin Nunes,Ranking Member
House Committee on Ways and Means,Health,Vern Buchanan,
House Committee on Ways and Means,Health,Adrian Smith,
House Committee on Ways and Means,Health,Kenny Marchant,
House Committee on Ways and Means,Health,Tom Reed,
House Committee on Ways and Means,Health,Mike Kelly,
House Committee on Ways and Means,Health,George Holding,
House Committee on Ways and Means,Health,Lloyd Doggett,Chair
House Committee on Ways and Means,Health,Mike Thompson,
House Committee on Ways and Means,Health,Earl Blumenauer,
House Committee on Ways and Means,Health,Ron Kind,
House Committee on Ways and Means,Health,Brian Higgins,
House Committee on Ways and Means,Health,Terri A. Sewell,
House Committee on Ways and Means,Health,Judy Chu,
House Committee on Ways and Means,Health,Dwight Evans,
House Committee on Ways and Means,Health,Bradley Scott Schneider,
House Committee on Ways and Means,Health,Jimmy Gomez,
House Committee on Ways and Means,Health,Steven Horsford,
House Committee on Ways and Means,Worker and Family Support,Jackie Walorski,Ranking Member
House Committee on Ways and Means,Worker and Family Support,Brad R. Wenstrup,
House Committee on Ways and Means,Worker and Family Support,Ron Estes,
House Committee on Ways and Means,Worker and Family Support,Danny K. Davis,Chair
House Committee on Ways and Means,Worker and Family Support,Judy Chu,
House Committee on Ways and Means,Worker and Family Support,Terri A. Sewell,
House Committee on Ways and Means,Worker and Family Support,Gwen Moore,
House Committee on Ways and Means,Worker and Family Support,Dwight Evans,
House Committee on Ways and Means,Worker and Family Support,Stephanie N. Murphy,
House Committee on Ways and Means,Worker and Family Support,Jimmy Gomez,
House Committee on Ways and Means,Worker and Family Support,Tom Reed,
House Committee on Ways and Means,Trade,Vern Buchanan,Ranking Member
House Committee on Ways and Means,Trade,Devin Nunes,
House Committee on Ways and Means,Trade,George Holding,
House Committee on Ways and Means,Trade,Tom Rice,
House Committee on Ways and Means,Trade,Kenny Marchant,
House Committee on Ways and Means,Trade,Jason Smith,
House Committee on Ways and Means,Trade,David Schweikert,
House Committee on Ways and Means,Trade,Earl Blumenauer,Chair
House Committee on Ways and Means,Trade,Bill Pascrell Jr.,
House Committee on Ways and Means,Trade,Ron Kind,
House Committee on Ways and Means,Trade,Danny K. Davis,
House Committee on Ways and Means,Trade,Brian Higgins,
House Committee on Ways and Means,Trade,Terri A. Sewell,
House Committee on Ways and Means,Trade,Suzan K. DelBene,
House Committee on Ways and Means,Trade,Donald S. Beyer Jr.,
House Committee on Ways and Means,Trade,Daniel T. Kildee,
House Committee on Ways and Means,Trade,Jimmy Panetta,
House Committee on Ways and Means,Trade,Stephanie N. Murphy,
House Committee on Ways and Means,Select Revenue Measures,Adrian Smith,Ranking Member
House Committee on Ways and Means,Select Revenue Measures,Tom Rice,
House Committee on Ways and Means,Select Revenue Measures,David Schweikert,
House Committee on Ways and Means,Select Revenue Measures,Darin LaHood,
House Committee on Ways and Means,Select Revenue Measures,Jodey C. Arrington,
House Committee on Ways and Means,Select Revenue Measures,A. Drew Ferguson IV,
House Committee on Ways and Means,Select Revenue Measures,Mike Thompson,Chair
House Committee on Ways and Means,Select Revenue Measures,Lloyd Doggett,
House Committee on Ways and Means,Select Revenue Measures,John B. Larson,
House Committee on Ways and Means,Select Revenue Measures,Linda T. Sanchez,
House Committee on Ways and Means,Select Revenue Measures,Suzan K. DelBene,
House Committee on Ways and Means,Select Revenue Measures,Gwen Moore,
House Committee on Ways and Means,Select Revenue Measures,Brendan F. Boyle,
House Committee on Ways and Means,Select Revenue Measures,Donald S. Beyer Jr.,
House Committee on Ways and Means,Select Revenue Measures,Thomas R. Suozzi,
House Committee on Ways and Means,Oversight,Mike Kelly,Ranking Member
House Committee on Ways and Means,Oversight,Jackie Walorski,
House Committee on Ways and Means,Oversight,Darin LaHood,
House Committee on Ways and Means,Oversight,Brad R. Wenstrup,
House Committee on Ways and Means,Oversight,John Lewis,Chair
House Committee on Ways and Means,Oversight,Linda T. Sanchez,
House Committee on Ways and Means,Oversight,Suzan K. DelBene,
House Committee on Ways and Means,Oversight,Judy Chu,
House Committee on Ways and Means,Oversight,Gwen Moore,
House Committee on Ways and Means,Oversight,Brendan F. Boyle,
House Committee on Ways and Means,Oversight,Thomas R. Suozzi,
Commission on Security and Cooperation in Europe,,Roger F. Wicker,Cochairman
Commission on Security and Cooperation in Europe,,John Boozman,
Commission on Security and Cooperation in Europe,,Cory Gardner,
Commission on Security and Cooperation in Europe,,Marco Rubio,
Commission on Security and Cooperation in Europe,,Thom Tillis,
Commission on Security and Cooperation in Europe,,Benjamin L. Cardin,Ranking Member
Commission on Security and Cooperation in Europe,,Sheldon Whitehouse,
Commission on Security and Cooperation in Europe,,Tom Udall,
Commission on Security and Cooperation in Europe,,Jeanne Shaheen,
Joint Economic Committee,,Mike Lee,Chairman
Joint Economic Committee,,Tom Cotton,
Joint Economic Committee,,Ben Sasse,
Joint Economic Committee,,Rob Portman,
Joint Economic Committee,,Bill Cassidy,
Joint Economic Committee,,Ted Cruz,
Joint Economic Committee,,Martin Heinrich,
Joint Economic Committee,,Amy Klobuchar,
Joint Economic Committee,,Gary C. Peters,
Joint Economic Committee,,Margaret Wood Hassan,
Joint Committee on the Library,,Roy Blunt,Chairman
Joint Committee on the Library,,Pat Roberts,
Joint Committee on the Library,,Richard C. Shelby,
Joint Committee on the Library,,Amy Klobuchar,
Joint Committee on the Library,,Patrick J. Leahy,
Joint Committee on Printing,,Roy Blunt,Vice Chairman
Joint Committee on Printing,,Pat Roberts,
Joint Committee on Printing,,Roger F. Wicker,
Joint Committee on Printing,,Amy Klobuchar,
Joint Committee on Printing,,Tom Udall,
Joint Committee on Taxation,,Chuck Grassley,Vice Chairman
Joint Committee on Taxation,,Mike Crapo,
Joint Committee on Taxation,,Michael B. Enzi,
Joint Committee on Taxation,,Ron Wyden,
Joint Committee on Taxation,,Debbie Stabenow,
United States Senate Caucus on International Narcotics Control,,John Cornyn,Chairman
United States Senate Caucus on International Narcotics Control,,Chuck Grassley,
United States Senate Caucus on International Narcotics Control,,James E. Risch,
United States Senate Caucus on International Narcotics Control,,David Perdue,
United States Senate Caucus on International Narcotics Control,,Dianne Feinstein,Vice Chairman
United States Senate Caucus on International Narcotics Control,,Sheldon Whitehouse,
United States Senate Caucus on International Narcotics Control,,Jacky Rosen,
Senate Select Committee on Ethics,,Pat Roberts,
Senate Select Committee on Ethics,,James E. Risch,
Senate Select Committee on Ethics,,Christopher A. Coons,Vice Chairman
Senate Select Committee on Ethics,,Brian Schatz,
Senate Select Committee on Ethics,,Jeanne Shaheen,
Senate Committee on Indian Affairs,,John Hoeven,Chairman
Senate Committee on Indian Affairs,,John Barrasso,
Senate Committee on Indian Affairs,,Lisa Murkowski,
Senate Committee on Indian Affairs,,James Lankford,
Senate Committee on Indian Affairs,,Steve Daines,
Senate Committee on Indian Affairs,,Martha McSally,
Senate Committee on Indian Affairs,,Jerry Moran,
Senate Committee on Indian Affairs,,Tom Udall,Vice Chairman
Senate Committee on Indian Affairs,,Maria Cantwell,
Senate Committee on Indian Affairs,,Jon Tester,
Senate Committee on Indian Affairs,,Brian Schatz,
Senate Committee on Indian Affairs,,Catherine Cortez Masto,
Senate Committee on Indian Affairs,,Tina Smith,
Senate Select Committee on Intelligence,,Richard Burr,Chairman
Senate Select Committee on Intelligence,,James E. Risch,
Senate Select Committee on Intelligence,,Marco Rubio,
Senate Select Committee on Intelligence,,Susan M. Collins,
Senate Select Committee on Intelligence,,Roy Blunt,
Senate Select Committee on Intelligence,,Tom Cotton,
Senate Select Committee on Intelligence,,John Cornyn,
Senate Select Committee on Intelligence,,Ben Sasse,
Senate Select Committee on Intelligence,,Mitch McConnell,Ex Officio
Senate Select Committee on Intelligence,,James M. Inhofe,Ex Officio
Senate Select Committee on Intelligence,,Mark R. Warner,Vice Chairman
Senate Select Committee on Intelligence,,Dianne Feinstein,
Senate Select Committee on Intelligence,,Ron Wyden,
Senate Select Committee on Intelligence,,Martin Heinrich,
Senate Select Committee on Intelligence,,Angus S. King Jr.,
Senate Select Committee on Intelligence,,Kamala D. Harris,
Senate Select Committee on Intelligence,,Michael F. Bennet,
Senate Select Committee on Intelligence,,Charles E. Schumer,Ex Officio
Senate Select Committee on Intelligence,,Jack Reed,Ex Officio
Senate Special Committee on Aging,,Susan M. Collins,Chairman
Senate Special Committee on Aging,,Tim Scott,
Senate Special Committee on Aging,,Richard Burr,
Senate Special Committee on Aging,,Martha McSally,
Senate Special Committee on Aging,,Marco Rubio,
Senate Special Committee on Aging,,Josh Hawley,
Senate Special Committee on Aging,,Mike Braun,
Senate Special Committee on Aging,,Rick Scott,
Senate Special Committee on Aging,,Robert P. Casey Jr.,Ranking Member
Senate Special Committee on Aging,,Kirsten E. Gillibrand,
Senate Special Committee on Aging,,Richard Blumenthal,
Senate Special Committee on Aging,,Elizabeth Warren,
Senate Special Committee on Aging,,Doug Jones,
Senate Special Committee on Aging,,Kyrsten Sinema,
Senate Special Committee on Aging,,Jacky Rosen,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Pat Roberts,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry",,Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry",,John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry",,John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Joni Ernst,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Mike Braun,
"Senate Committee on Agriculture, Nutrition, and Forestry",,David Perdue,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry",,John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Deb Fischer,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Debbie Stabenow,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry",,Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Michael F. Bennet,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Kirsten E. Gillibrand,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Robert P. Casey Jr.,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Tina Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry",,Richard J. Durbin,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",John Boozman,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",David Perdue,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Sherrod Brown,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Michael F. Bennet,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Kirsten E. Gillibrand,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Tina Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Richard J. Durbin,
"Senate Committee on Agriculture, Nutrition, and Forestry","Commodities, Risk Management, and Trade",Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Mike Braun,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Cindy Hyde-Smith,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",David Perdue,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Chuck Grassley,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Michael F. Bennet,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Robert P. Casey Jr.,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Richard J. Durbin,
"Senate Committee on Agriculture, Nutrition, and Forestry","Conservation, Forestry, and Natural Resources",Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Joni Ernst,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Mike Braun,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Deb Fischer,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Tina Smith,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Michael F. Bennet,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Richard J. Durbin,
"Senate Committee on Agriculture, Nutrition, and Forestry",Rural Development and Energy,Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Deb Fischer,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Mitch McConnell,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",John Boozman,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",John Hoeven,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Joni Ernst,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",John Thune,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Pat Roberts,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Robert P. Casey Jr.,Ranking Member
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Patrick J. Leahy,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Sherrod Brown,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Amy Klobuchar,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Kirsten E. Gillibrand,
"Senate Committee on Agriculture, Nutrition, and Forestry","Nutrition, Agricultural Research, and Specialty Crops",Debbie Stabenow,Ex Officio
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Cindy Hyde-Smith,Chairman
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Joni Ernst,
"Senate Committee on Agriculture, Nutrition, and Forestry","Livestock, Marketing, and Agriculture Security",Mike Braun,
